category,diff_line,county,state
,Get Help - Resources for You and Your FamilyThe         Washington State Coronavirus Resource page contains links to programs and services that may be helpful for Washingtonians who are impacted by the coronavirus pandemic.,kitsap,Washington
,You can find local community resources and assistance programs at the Kitsap Community Foundation's Kitsap Cares page.,kitsap,Washington
,UNEMPLOYMENT AND OTHER BENEFITSHow to accurately and quickly file for unemployment benefitsWorkFirst is Washington's        temporary cash assistance program.Some Washingtonians may also apply for the        Disaster Cash Assistance Program.,kitsap,Washington
,"RENTAL ASSISTANCEA $641,438 grant from the federal CARES Act will provide up to three months of rental assistance for Kitsap County residents who make 80 percent or less of the area’s median income.",kitsap,Washington
,"The assistance is available to people affected by COVID-19 who are not receiving any other federal, state, or local housing subsidy.The Washington State Department of Commerce also has           rental and energy assistance available for households that qualify for the federal Low-Income Home Energy Assistance Program.To find out if you qualify for rental or energy assistance funds, contact the Kitsap Housing Solutions Center, 360-473-2035, HSC@kcr.org or visit kcr.org.For households residing in Housing Kitsap units, contact Housing Kitsap at 360-535-6100, HousingKitsap@HousingKitsap.org or visit HousingKitsap.org.",kitsap,Washington
,FOOD ASSISTANCEAll local school districts offer free grab and go meals to any child 18 and under (in some cases special education students age 21 and under also qualify).,kitsap,Washington
,"Central Kitsap School District North Kitsap School District South Kitsap School District Bremerton School District Bainbridge Island School DistrictAlso,  Women, Infants, and Children Nutrition ProgramFind additional local food assistance programs at the Kitsap Community Foundation's                 Kitsap Cares page.",kitsap,Washington
,Read the                     Basic Food Emergency Supplement FAQor learn more from DSHS.,kitsap,Washington
,"MENTAL HEALTH, CRISIS HOTLINES, AND DOMESTIC VIOLENCE ASSISTANCEThe Kitsap Community Foundation's Kitsap Cares page has a list of free 24-hour hotlines that can help.",kitsap,Washington
,"RENT, UTILITIES, INTERNET, MORTGAGESIn Washington, all energy, landline phone, and water providers are prohibited from disconnecting residential customers for non-payment (except at the request of the customer); refusing to reconnect any residential customer who has been disconnected due to nonpayment; and charging fees for late repayment or reconnection of these services.",kitsap,Washington
,"The County is encouraging “property owners who are financially able to pay first half or full year property taxes early to fund essential services needed now and in the months to come.” For more info, visit the webpage of the                   Kitsap County Treasurer.",kitsap,Washington
,The Sewer Utility is temporarily                 suspending all late penalties and placement of liens related to non-payment of monthly sewer service due to the COVID-19 crisis.,kitsap,Washington
,The Resolution does not relieve a utility customer from the obligation to pay for sewer services.PSE has launched a Crisis Affected Customer Assistance Program to help pay for energy bills for those impacted by the coronavirus.,kitsap,Washington
,"For income and eligibility requirements, visit the PSE bill payment page.The governor has                 extended and expanded the moratorium on evictions of residential tenants for non-payment through June 4, 2020.",kitsap,Washington
,"If you are being evicted, you can                 report it online to the Washington State Attorney General.City of Bremerton offers                 temporary rental support and eviction protection for lost income or job losses caused by the coronavirus pandemic.",kitsap,Washington
,Residents must live within Bremerton boundaries to be eligible.The Federal Housing Finance Agency has guidance on                 available mortgage assistance programs.,kitsap,Washington
,Puget Sound Energy (PSE) and                 Cascade Natural Gas will keep utility services on and are waiving late fees.City of Bremerton water and sewer service                 will not be shutoff.,kitsap,Washington
,City of Poulsbo will                 not shutoff utilities due to nonpayment and will not assess late fees for March and April.City of Bainbridge Island                 will not shutoff water and sewer service due to nonpayment and will not assess late fees.Comcast is offering 2 months free to new                 Internet Essentials customers.,kitsap,Washington
,"Xfinity is offering                 free WiFi hotspots to anyone in the community who needs them, including non-Xfinity Internet subscribers.",kitsap,Washington
,CHILDCARE AND EARLY LEARNINGFree childcare for families of healthcare workers and emergency responders may be available through local school districts.,kitsap,Washington
,Central Kitsap School District North Kitsap School District South Kitsap School District Bremerton School District Bainbridge Island School DistrictKitsap Community Resources offers childhood early learning services to families of first responders and medical personnel.,kitsap,Washington
,Email        earlylearning@kcr.org or call 360-473-2075.,kitsap,Washington
,"The state’s Families, Friends and Neighbor program includes grandparents, aunts and uncles, elders, older siblings, friends, neighbors and others who help families by providing child care.",kitsap,Washington
,Visit the website or call 866-482-4325 for more information.,kitsap,Washington
,Visit the Kitsap Community Foundation's Kitsap Cares page for more local childcare options.,kitsap,Washington
,GROCERY SERVICES - DELIVERY AND SPECIAL HOURS     Most grocery stores have special at-risk customer shopping hours.,kitsap,Washington
,"For more information, see the Kitsap Community Foundation's Kitsap Cares page.",kitsap,Washington
,GARBAGE SERVICESKitsap County        waste disposal and recycling facilities have resumed normal schedules with restrictions.,kitsap,Washington
